manga_id,staff_name,occupation
30688,Matt Treyvaud,Translator
30688,Verónica Calafell,Translator
170399,Tsutomu Nihei,Mangaka
163002,Teku Rin,Mangaka
120385,Zero-BIG,Writer
120385,Cheol-byeok Jang,Not Recorded
110539,Harada,Mangaka
110539,Gandalf Bartholomäus,Translator
110539,Laurie Asin,Translator
110539,Tony Mr P,Not Recorded
109455,AidaIro,Mangaka
109455,Alethea Nibley,Translator
109455,Phil Christie,Letterer
109455,Etsuko Tabuchi,Translator
109455,Florian Weitschies,Translator
101072,Sasami Nitori,Not Recorded
101072,Alethea Nibley,Translator
101072,Athena Nibley,Translator
101072,Bambi Eloriaga-Amago,Letterer
101072,Roland Amago,Letterer
33008,Kei Sanbe,Mangaka
33008,Kei Sanbe,Illustrator
33008,Hirohiko Araki,Mangaka
33008,Wataru Watanabe,Mangaka
33008,Nathan Collins,Not Recorded
33008,Karen Hayashida,Translator
33008,Mark McMurray,Letterer
33008,Hideto Azuma,Not Recorded
33008,Pablo Tschopp,Translator
33008,Hiroshi Sekiya,Not Recorded
33008,Danilo de Assis,Letterer
159142,Oreco Tachibana,Mangaka
159142,Studio Charon,Not Recorded
159142,Richmond T.,Not Recorded
159142,Mathilde Vaillant,Translator
159142,Sanae Morihara,Magazine Editor
159142,Xue Du,Translator
155713,Kafka Asagiri,Mangaka
155713,Kafka Asagiri,Writer
155713,Kafka Asagiri,Scriptwriter
155713,Harukawa35,Mangaka
155713,Shiwasu Hoshikawa,Mangaka
155713,Kevin Gifford,Translator
155713,Bianca Pistillo,Letterer
126268,Hiten,Illustrator
126268,Ghost Mikawa,Writer
126268,Kasomphan Haruna,Not Recorded
126268,Eriko Sugita,Translator
115000,Jeong-Hyeon Kim,Mangaka
115000,Li-Na Lim,Not Recorded
97337,Makoto Shinkai,Director
97337,Masayoshi Tanaka,Animator
97337,Masayoshi Tanaka,Designer
97337,Ranmaru Kotone,Mangaka
97337,Ranmaru Kotone,Illustrator
97337,Taylor Engel,Translator
97337,Karen Hayashida,Translator
97337,Abigail Blackman,Letterer
97337,Salvatore Corallo,Translator
97337,Paula Martinez,Translator
47904,Akiko Higashimura,Mangaka
47904,Benoît Lassailly,Not Recorded
47904,Yuko Kuramatsu,Translator
47904,Carlo Vanstiphout,Letterer
47904,Sarah Lindholm,Translator
47904,Torarika,Translator
30585,Takako Shimura,Mangaka
30585,Rachel Thorn,Translator
183343,Ruu 1mm,Mangaka
164581,Kon Fukaumi,Mangaka
137428,Mei Hachimoku ,Writer
137428,Kukka,Illustrator
137428,Evan Ward,Translator
137304,JP,Writer
137304,Hi Lee,Artist
137304,Jin-Seong Yu,Writer
137304,Ra-Gi Yun,Artist
137304,Ra-Gi Yun,Background Artist
131128,Bong Bong,Mangaka
130158,Ri-Teo Yeong,Writer
130158,Muk-Bu,Artist
130158,Sumnagi,Not Recorded
130158,Dietrich Premier,Letterer
130158,Micah Kim,Translator
105641,Koume Fujichika,Not Recorded
100941,sunkki,Mangaka
100676,Takahiro,Writer
100676,BUNBUN,Illustrator
100676,Aoi Akashiro,Not Recorded
99516,Ichi Ichikawa,Mangaka
98397,Shuuzou Oshimi,Mangaka
98397,Daniel Komen,Translator
98397,Verónica Calafell,Translator
98397,Mengfang Cai,Translator
85296,Aya Kanno,Mangaka
85296,William Shakespeare,Writer
85296,Ana Caro,Translator
85296,Jocelyne Allen,Translator
85296,Clair Obscur,Not Recorded
85296,Jean-Benoît Silvestre,Translator
85296,Weiting Wang,Translator
76258,Chihiro Ishizuka,Mangaka
76258,Shintarou Kawakubo,Producer
76258,Aurélien Estager,Translator
76258,Anne-Sophie Thevenon,Translator
40447,Ken Ishikawa,Mangaka
34571,Sorata Akizuki,Mangaka
34571,Caleb Cook,Translator
34571,Martyna Zdonek,Translator
34571,Thao Aki,Translator
34571,Yuumi Ide,Not Recorded
30895,Shouji Gatou,Writer
30895,Hiroshi Ueda,Not Recorded
30895,Giacomo Calorio,Translator
30649,Yuu Aida,Mangaka
30012,Tite Kubo,Mangaka
30012,Shou Aimoto,Mangaka
30012,Ricardo Cruz,Not Recorded
30012,Kentarou Kurimoto,Not Recorded
30012,Hitoshi Imoto,Not Recorded
30012,Hiroyuki Nakano,Producer
30012,Hiroyuki Nakano,Editor
30012,Marc Bernabé,Translator
30012,Joe Yamazaki,Translator
30012,Christine Dashiell,Translator
30012,Paweł Dybała,Translator
30012,Drik Sada,Translator
30012,Mark McMurray,Letterer
30012,Marta Gallego,Translator
30012,Simona Stanzani,Translator
30012,Dave Lanphear,Touch-up Artist
30012,Dave Lanphear,Letterer
30012,Andy Ristaino,Not Recorded
30012,Evan Waldinger,Touch-up Artist
30012,Evan Waldinger,Letterer
30012,Rafael Morata,Translator
30012,Daniel Büchner,Translator
30012,Verónica Calafell,Translator
30012,Anne-Sophie Thevenon,Translator
30012,Shou Shiromoto,Mangaka
30012,Atsushi Nakazaki,Producer
30012,Tayfun Nitahara Haksöyliyen,Translator
167886,Honey Trap,Writer
167886,ANGELA,Writer
167886,Bijak,Artist
149756,Cakenyam,Mangaka
143704,NISIOISIN,Writer
143704,VOFAN,Artist
143704,Ko Ransom,Translator
123777,Sai Naekawa,Mangaka
123777,Caleb Cook,Translator
123777,Bianca Pistillo,Letterer
123777,Léonore Carrascosa,Translator
102540,Ryukishi07,Writer
102540,Tomohi,Mangaka
102540,Tomohi,Illustrator
101328,Meguru Hinohara,Mangaka
101328,Karolina Dwornik,Translator
98889,Aiko Koyama,Mangaka
98889,Anais Fourny,Translator
96842,Akira Himekawa,Not Recorded
96842,María Ferrer,Translator
96842,María Ferrer,Scriptwriter
85898,Nozomi Uda,Mangaka
85898,Si-Nae Kim,Translator
85898,YukiNeko,Translator
48074,Ken Ishikawa,Mangaka
39546,Masahito Soda,Mangaka
39546,Kuro Toriyama,Not Recorded
39546,Kai Kyou,Letterer
39546,Kevin Gifford,Translator
39546,Salud Campos Blasco,Not Recorded
31741,Hiroshi Takahashi,Mangaka
30705,Type-Moon,Not Recorded
30705,Kinoko Nasu,Writer
30705,Shounen Sasaki,Mangaka
30267,Kouta Hirano,Mangaka
30267,Duane Johnson,Translator
30267,Rafał Rzepka,Translator
30092,Naoko Takeuchi,Mangaka
30092,Alethea Nibley,Translator
30092,Deron Bennett,Letterer
30092,Deron Bennett,Touch-up Artist
30092,William Flanagan,Translator
30092,Mari Morimoto,Translator
30092,Anita Sengupta,Not Recorded
30092,Lys Blakeslee,Letterer
30092,Arnaldo Oka,Translator
30092,Jennifer Skarupa,Letterer
30092,James Dashiell,Letterer
30092,Athena Nibley,Translator
30092,Anne Mallevay,Translator
30092,Aaron Alexovich,Letterer
30092,Steve Wands,Letterer
30092,YUPA,Translator
30092,Giulia Zanu,Letterer
30092,Manuela Capriati,Translator
30092,Noemí Cuevas Rebollo,Translator
30092,Elisa Lodesani,Letterer
30092,Sara Linsley,Letterer
30092,Eran Kameya,Translator
30092,Alessia Mattioli,Letterer
30092,Jesús Espí,Translator
30092,Bakayaro!,Letterer
30092,Rafał Rzepka,Translator
182066,Jin-Seok Park,Artist
182066,Gold Haeng,Writer
180891,Jin-Hwan Park,Artist
180891,JP,Writer
180891,Yeong-Hun Jang,Writer
172729,Eiji Masuda,Mangaka
159977,U35,Illustrator
159977,U35,Mangaka
159977,Usa Haneda,Writer
143724,NISIOISIN,Writer
143724,VOFAN,Artist
143724,Ko Ransom,Translator
143703,NISIOISIN,Writer
143703,VOFAN,Artist
143703,James Balzer,Translator
136320,Mei Hachimoku ,Writer
136320,Kukka,Illustrator
136320,Koudon,Mangaka
136320,Alexa Frank,Translator
136320,Mercedes McGarry,Letterer
136220,Cheong-Dam,Mangaka
111489,Yun-Hui Na,Mangaka
111044,Hijiki,Mangaka
108952,Carnby Kim,Writer
108952,Beomsik Cheon,Artist
108952,Vivien Neumann,Translator
107207,Sachimo,Mangaka
101607,Keigo Shinzo,Mangaka
101607,Aurélien Estager,Translator
101233,Kousuke Oono,Mangaka
101233,Sheldon Drzka,Translator
101233,Amanda Haley,Translator
101233,Gandalf Bartholomäus,Translator
101233,Mokey King,Translator
101233,Trang Nguyễn,Translator
101233,Milena Woźniak,Translator
101233,Paulina Tuczapska,Translator
100758,Junji Itou,Mangaka
100758,Jocelyne Allen,Translator
100758,Naomi Kokubo,Translator
100758,Drik Sada,Translator
100758,Gabriela Kato,Letterer
100758,Bruno Zago,Editor
86044,Gido Amagakure,Mangaka
86044,Gaëlle Ruel,Translator
86044,Lys Blakeslee,Letterer
86044,Carlo Vanstiphout,Letterer
86044,Sandra Nogués Graell,Translator
86044,Clair Obscur,Not Recorded
76010,CLAMP,Mangaka
76010,William Flanagan,Translator
76010,Stephen Paul,Translator
76010,Fédoua Lamodière,Translator
76010,Simirimi,Translator
68105,Hiromi Takashima,Mangaka
68105,Jocelyne Allen,Translator
68105,Mingg,Translator
56736,Taamo,Mangaka
56736,Tania Horowitz,Not Recorded
56736,Abby Lehrke,Translator
56736,Claire Olivier,Translator
37149,Yuyuko Takemiya,Writer
37149,Yasu,Illustrator
37149,Yasu,Mangaka
37149,Jan Cash,Translator
37149,Vincent Castaneda,Not Recorded
37149,Renata Leitão,Translator
143762,NISIOISIN,Writer
143762,VOFAN,Artist
133795,Haemuri,Mangaka
130116,Jaxx,Artist
130116,Chana Conley,Letterer
112524,Shinichi Ishizuka,Not Recorded
112524,Luise Steggewentz,Translator
112524,Ji-Yeon Jang,Translator
112524,Anne-Sophie Thevenon,Translator
108427,Capcom,Not Recorded
108427,Tomio Ogata,Not Recorded
103822,Pibi,Mangaka
103822,Caiqian Wu,Translator
99549,Souichirou Yamamoto,Mangaka
99549,Mifumi Inaba,Mangaka
98071,Sugaru Miaki,Writer
98071,E9L,Not Recorded
97700,Keiichi Arawi,Mangaka
97700,Jenny McKeon,Translator
87020,Aki Irie,Mangaka
87020,David Musto,Translator
87020,Studio Charon,Not Recorded
87020,Cordelia Suzuki,Translator
87020,Florent Gorges,Translator
87020,Alèxia Miravet,Translator
66933,Kazune Kawahara,Mangaka
66933,Aruko,Mangaka
66933,Drik Sada,Translator
66933,Gustavo Figueiredo,Letterer
66933,Hằng Trần,Translator
60315,Shinobu Amano,Mangaka
60315,James Gaubatz,Letterer
60315,Morgan Watchorn,Translator
60315,Cedric Macias,Letterer
60315,M. Jean,Translator
38300,Hikaru Katsuki,Mangaka
38300,Kai Kyou,Letterer
38300,Kevin Gifford,Translator
38300,Salud Campos Blasco,Not Recorded
35655,Daisuke Igarashi,Mangaka
35655,Lídia Ivasa,Translator
31362,Ume Aoki,Mangaka
31362,Sheldon Drzka,Translator
31362,Satsuki Yamashita,Translator
31362,Keiran O'Leary,Letterer
31362,Abigail Blackman,Letterer
31009,Chica Umino,Mangaka
31009,Sabrina Heep,Not Recorded
31009,Akemi Wegmüller,Translator
31009,Enric Joga,Translator
31009,Verónica Blanco,Translator
30027,CLAMP,Mangaka
30027,Lillian Olsen,Translator
30027,José Carlos Assumpção,Not Recorded
30027,Luiz Kobayashi,Translator
30027,Wayne Truman,Not Recorded
30027,Sandra de Lamo,Translator
30027,Annabel Espada,Translator
30027,Marcelo Del Greco,Editor
30027,Marcelo Del Greco,Translator
30020,Takeshi Obata,Mangaka
30020,Yumi Hotta,Mangaka
30020,Kentarou Yabuki,Mangaka
30020,Yuusuke Murata,Mangaka
30020,Yoshiyuki Nishi,Mangaka
30020,Ei Andou,Not Recorded
30020,Kouji Yoshida,Magazine Editor
30020,Edward Kondo,Translator
30020,Julie Naruse,Translator
30020,Yoshiaki Naruse,Translator
30020,Kazushi Hinoki,Mangaka
30020,Kazushi Hinoki,Assistant
30020,Masana Takahashi,Not Recorded
30020,Takashi Yaguchi,Mangaka
159925,Shinoa,Mangaka
136092,Oneulman Saneun Hyeongje,Mangaka
136092,Vivien Neumann,Translator
132364,Mamoru Aoi,Mangaka
132364,Aline Kukor,Translator
132364,Eric Montesinos,Letterer
132364,Eric Montesinos,Touch-up Artist
132364,Phil Christie,Letterer
132364,Hana Allen,Translator
132364,Cerise Heurteur,Not Recorded
132364,Nana Umino,Translator
123121,Kafka Asagiri,Mangaka
123121,Kafka Asagiri,Writer
123121,Kafka Asagiri,Scriptwriter
123121,Harukawa35,Mangaka
123121,Matthew Rutsohn,Translator
107416,Asumiko Nakamura,Mangaka
96518,Muneyuki Kaneshiro,Writer
96518,Hikaru Araki,Not Recorded
86182,Type-Moon,Not Recorded
86182,Task Ohna,Artist
65573,Ichigo Takano,Mangaka
65573,Sheldon Drzka,Translator
65573,Ana Caro,Translator
65573,Amber Tamosaitis,Translator
65573,Lys Blakeslee,Letterer
65573,Graciela Naguisa Kushihara,Translator
65573,Carlo Vanstiphout,Letterer
65573,Chiharu Chujo,Translator
65573,Erwan Charlès,Letterer
65573,Livio Tallini,Not Recorded
65573,Mateusz Haberka,Translator
65573,Joanna Kochanowska,Translator
65573,Anna Křivánková,Translator
65573,Lasse Christiansen,Translator
65573,Hằng Trần,Translator
46659,Nobuyuki Fukumoto,Mangaka
40179,Jirou Taniguchi,Mangaka
40179,Marc Bernabé,Translator
40179,Kumar Sivasubramanian,Translator
40179,Drik Sada,Translator
40179,Josef Shanel,Translator
40179,Matthias Wissnet,Not Recorded
40179,Shinji Iwaoka,Not Recorded
40179,Jean-Luc Ruault,Translator
40179,Marie-Françoise Monthiers,Not Recorded
40179,Geni Bigas,Not Recorded
40179,José de Freitas,Not Recorded
40179,Xavier Roch,Not Recorded
40179,Albert Agut,Not Recorded
40179,Yayoi Kagoshima,Not Recorded
40179,Gabriela Kato,Letterer
40179,Bruno Zago,Editor
39738,Karin Suzuragi,Mangaka
39738,Karin Suzuragi,Illustrator
39738,Ryukishi07,Writer
39738,Alethea Nibley,Translator
39738,Abigail Blackman,Letterer
39738,Athena Nibley,Translator
39738,Katarzyna Podlipska,Translator
37458,Takeshi Obata,Mangaka
37458,Tsugumi Ooba,Writer
37458,NISIOISIN,Writer
37458,Andrew Cunningham,Translator
37458,Thuy Quynh,Translator
166352,Moyori Mori,Mangaka
166352,Miryll Ihrens,Translator
154361,Jang Jin,Mangaka
154361,So-Heun,Artist
154361,Deok-Su Baek,Writer
143550,Jacqueline Fung,Translator
143550,Mikkamita,Mangaka
143550,Toppy,Letterer
143516,Aruma Arima,Not Recorded
143516,Masuku Fukayama,Not Recorded
143516,Wojciech Gęszczak,Translator
143516,Lee Tuohy,Not Recorded
130687,Momoco,Illustrator
130687,Sunsunsun,Not Recorded
130687,Keerati Suppatkul,Translator
130687,Trân Trân,Translator
130687,Matthew Rutsohn,Translator
130687,Ha Ni Wa,Translator
126559,Daichi Kawada,Mangaka
126559,Kasumi Yasuda,Not Recorded
126559,Gandalf Bartholomäus,Translator
122337,Wan Shibata,Mangaka
122337,Hanekoto,Illustrator
122337,Suzu Yuuki,Mangaka
122337,Saeki-san,Writer
122337,Kaitlyn Wiley,Letterer
122337,Nova Skipper,Translator
122337,Richmond T.,Not Recorded
100801,Ruka Kobachi,Mangaka
100801,David Evelyn,Translator
100473,Bam-U,Mangaka
98360,Sugaru Miaki,Writer
98360,Shion,Illustrator
98360,Shion,Artist
98360,Phuong Anh,Translator
87259,Daichi Matsuse,Mangaka
87259,Tappei Nagatsuki,Writer
87259,Shinichirou Ootsuka,Illustrator
87259,Shinichirou Ootsuka,Designer
87259,Melissa Pennacchiotti,Translator
87259,Bianca Pistillo,Letterer
87259,Rochelle Gancio,Letterer
87259,Anthony Quintessenza,Not Recorded
87259,Jeremiah Bourque,Translator
87259,Yoan Giraud,Not Recorded
87259,Lucyna Wawrzyniak,Translator
85922,Yuki Fumino,Mangaka
85922,Salomón Doncel-Moriano Urbano,Translator
85922,Đan Ngô,Translator
85922,Katarzyna Nishioka,Translator
74523,ZUN,Not Recorded
74523,Moe Harukawa,Mangaka
74523,Alethea Nibley,Translator
74523,Alexis Eckerman,Letterer
74523,Athena Nibley,Translator
74523,Jean-Baptiste Bondis,Translator
74523,Lucie Archambault,Not Recorded
45805,Maybe,Not Recorded
45805,Thibaud Desbief,Translator
31216,Ai Yazawa,Mangaka
31216,Andria Cheng,Translator
31216,Raquel Pollán,Translator
30923,Kyouko Hikawa,Mangaka
30923,Freeman Wong,Not Recorded
30923,Walden Wong,Not Recorded
30923,Yuko Sawada,Translator
30436,Junji Itou,Mangaka
30436,Susan Daigle-Leach,Not Recorded
30436,Marc Bernabé,Translator
30436,Paweł Dybała,Translator
30436,Yuji Oniki,Translator
30436,Arnaldo Oka,Translator
168984,Neoshoco,Mangaka
168984,Katarina Rinas,Translator
168984,Ippei Sawada,Editor
165673,Geujyeo,Mangaka
160651,Chihiro Kanisawa,Mangaka
159930,Themis,Artist
159930,Chi-U Kim,Writer
159930,kiraz,Writer
154258,Rou Bao,Writer
154258,Ren Wo Xiao,Writer
154258,Shui Bu Xing De Nengneng,Writer
146314,Rumi Ichinohe,Mangaka
146139,Damcho,Artist
146139,Kkultarae,Writer
142894,Seungu,Not Recorded
142894,Yun-Seol Han,Writer
115326,Sagan Sagan,Not Recorded
115326,Elsa Pecqueur,Touch-up Artist
115326,Elsa Pecqueur,Letterer
115326,Blanche Delaborde,Translator
115326,Kinga Zielińska,Translator
113868,You Shiina,Illustrator
113868,Miya Kazuki,Writer
113868,Quof,Not Recorded
113868,Kieran Redgewell,Editor
112335,Billy Balibally,Mangaka
112335,Christine Dashiell,Translator
112335,Laurie Asin,Translator
112335,Lena Atanassova,Editor
112335,Becca Grace,Editor
106531,Rito Kousaka,Not Recorded
106531,Akumi Agitogi,Not Recorded
106531,Tsukiho Tsukioka,Not Recorded
106531,Lady Nana,Translator
106531,Yun Li,Translator
106531,Paulina Ślusarczyk-Bryła,Translator
104233,Haruka Kawachi,Not Recorded
104233,Eric Montesinos,Letterer
104233,Eric Montesinos,Touch-up Artist
104233,Sophie Lucas,Translator
104233,Cerise Heurteur,Not Recorded
98376,Harushion,Mangaka
87296,CLAMP,Mangaka
87296,Norio Yamakawa,Mangaka
87296,Fédoua Lamodière,Translator
87296,Erin Procter,Not Recorded
87296,Edward Kondo,Translator
87296,Devon Corwin,Translator
87296,Agnès Pérez Massegú,Translator
87296,Hinoko,Not Recorded
87296,Simirimi,Translator
87296,Mehdi Benrabah,Editor
87296,Zijun Chen,Translator
87216,Koyoharu Gotouge,Mangaka
87216,Kintetsu Yamada,Mangaka
87216,Mizuki Yoda,Mangaka
87216,Tatsuhiko Katayama,Producer
87216,Seiran Furuta,Not Recorded
87216,John Werry,Translator
87216,Christian Biscaro,Letterer
87216,Felipe Monte,Translator
87216,Andrea Maniscalco,Translator
87216,Burkhard Höfler,Translator
87216,Yuusuke Asai,Not Recorded
87216,Antonio Valdez,Translator
87216,Víctor Gomà,Translator
87216,Ji-Yeon Jang,Translator
87216,Renata Leitão,Translator
87216,Arion Lian Wu,Letterer
87216,Wojciech Gęszczak,Translator
87216,Simirimi,Translator
87216,Arnaud Takahashi,Translator
87216,Ken Takano,Magazine Editor
86206,Katsuwo,Mangaka
85702,Masahito Watari,Not Recorded
85702,Kurone Mishima,Illustrator
85702,Natsume Akatsuki,Writer
85702,Emilio Martini,Translator
85702,Kevin Steinbach,Translator
85702,Bianca Pistillo,Letterer
85702,Rochelle Gancio,Letterer
85702,Tatiana Bonora,Letterer
85697,Shoutarou Tokunou,Mangaka
85697,Shoutarou Tokunou,Illustrator
85697,Jenny McKeon,Translator
85697,Courtney Williams,Letterer
85697,Linh Ki,Translator
85533,Souichirou Yamamoto,Mangaka
85533,Taylor Engel,Translator
85533,Thibaud Desbief,Translator
85533,Caio Suzuki,Translator
85533,Nguyễn Phạm,Translator
85533,Chiho Christie,Letterer
54308,Atsuko Asano,Not Recorded
54308,Hinoki Kino,Not Recorded
54308,Christy Sawyer,Not Recorded
44531,Tooru Fujisawa,Mangaka
44531,Ko Ransom,Translator
43897,Masaya Tsunamoto,Writer
43897,Tsujitomo,Not Recorded
31408,Hideki Arai,Mangaka
31211,Akira Hiramoto,Mangaka
31211,Thibaud Desbief,Translator
31149,Tetsuo Hara,Mangaka
31149,Yoshiyuki Okamura,Writer
31149,Masanori Morita,Mangaka
31149,Hirohisa Onikubo,Mangaka
31149,Kouji Maki,Mangaka
31149,Nobuhiko Horie,Not Recorded
31149,Shinji Imaizumi,Mangaka
31149,Marc Bernabé,Translator
31149,François Jacques,Touch-up Artist
31149,Anna Piechowiak,Translator
31149,Yirui He,Translator
30928,Hidenori Kusaka,Writer
30928,Satoshi Yamamoto,Not Recorded
30928,Mato,Not Recorded
30928,Jesús Espí,Translator
30928,Óscar Tejero,Translator
30928,Judith Zamora,Translator
30928,Stephanie Lanuza,Not Recorded
30928,Vegard Aune,Translator
30928,Kaori Inoue,Translator
30928,Pascal Oost,Scriptwriter
30928,Pascal Oost,Translator
30770,Yukito Kishiro,Mangaka
30770,Marc Bernabé,Translator
30770,Eric Montesinos,Letterer
30770,Eric Montesinos,Touch-up Artist
30770,Paweł Dybała,Translator
30770,Denis Kimura,Translator
30770,David Deleule,Translator
30770,Jae Hw,Translator
30770,Hinoko,Not Recorded
30770,Olivier Huet,Translator
30770,Bakayaro!,Letterer
30770,Cassius Medaur,Editor
30770,Cassius Medaur,Translator
30770,Marcelo Del Greco,Editor
30770,Marcelo Del Greco,Translator
30770,Júlio Moreno,Editor
30011,Masashi Kishimoto,Mangaka
30011,Yuuichi Itakura,Not Recorded
30011,Ryou Tasaka,Not Recorded
30011,Kenji Taira,Mangaka
30011,Osamu Kajisa,Not Recorded
30011,Mikio Ikemoto,Mangaka
30011,Akira Oukubo,Not Recorded
30011,Kazuhiro Takahashi,Not Recorded
30011,Masaru Matsubara,Not Recorded
30011,Hiroyuki Nakano,Producer
30011,Hiroyuki Nakano,Editor
30011,Sukeyuki Honda,Producer
30011,Alexis Kirsch,Translator
30011,Marc Bernabé,Translator
30011,Annette Nordheim,Translator
30011,Joe Yamazaki,Translator
30011,Mari Morimoto,Translator
30011,Katy Bridges,Translator
30011,Azurelore Korrigan,Translator
30011,Kyoko Shapiro,Translator
30011,Naomi Kokubo,Translator
30011,Kousuke Yahagi,Magazine Editor
30011,Sylvain Chollet,Translator
30011,Marta Gallego,Translator
30011,Frederic Malet,Translator
168002,Teki Yatsuda,Mangaka
168002,Dorothea Überall,Translator
149332,COBY,Writer
149332,AZI,Writer
149332,Je-Won Lee,Artist
149332,Hwangje Penguin,Writer
146746,Ryukishi07,Writer
146746,Tomohi,Mangaka
146746,Tomohi,Illustrator
138928,Nana Aokawa,Mangaka
138928,Richmond T.,Not Recorded
138928,Weijin Li,Translator
136833,Alice Prowse,Translator
136833,Nanna Fujimi,Illustrator
136833,Matsuri Isora,Writer
136833,Pat Suvarnabhumi,Not Recorded
129152,Wan Hatipisu,Illustrator
129152,Touko Amekawa,Writer
129152,Julie Goniwich,Translator
114920,Yuri Kisaragi,Illustrator
114920,Piero Karasu,Writer
114920,Qilei Lin,Translator
114920,Haydn Trowell,Translator
112218,Yuu Aikawa,Not Recorded
112218,Tappei Nagatsuki,Writer
112218,Shinichirou Ootsuka,Illustrator
112218,Shinichirou Ootsuka,Designer
112218,Haruno Atori,Not Recorded
112218,Rochelle Gancio,Letterer
112218,Jeremiah Bourque,Translator
112218,Viet Phuong Vu,Letterer
112218,Yoan Giraud,Not Recorded
112218,Lucyna Wawrzyniak,Translator
110095,NARAK,Artist
110095,Haehwa,Not Recorded
110095,Deulkkae,Not Recorded
110095,Abigail Blackman,Letterer
104203,Nagisa Furuya,Mangaka
104203,Agnès Pérez Massegú,Translator
104203,Anna Piechowiak,Translator
102259,Hye Lee,Mangaka
101583,Shinichi Fukuda,Mangaka
101583,Taylor Engel,Translator
101583,Aline Kukor,Translator
101583,Caio Suzuki,Translator
101583,Eduardo Ozores,Translator
101583,Martyna Zdonek,Translator
101583,Shanshan Wang,Translator
87423,Posuka Demizu,Mangaka
87423,Posuka Demizu,Illustrator
87423,Kaiu Shirai,Writer
87423,Kaiu Shirai,Mangaka
87423,Carlos Mingo,Translator
87423,Sylvain Chollet,Translator
87423,Luise Steggewentz,Translator
87423,Massimiliano Lucidi,Letterer
87423,Erika Abreu,Translator
87423,Carlotta Spiga,Translator
87423,Irene Telleria,Translator
87423,Gustavo Figueiredo,Letterer
87423,Hinoko,Not Recorded
87423,Quỳnh,Translator
87423,Wojciech Gęszczak,Translator
87423,Katarzyna Podlipska,Translator
87423,Diógenes Dih,Editor
87423,Diógenes Dih,Letterer
87154,Yeon-Ji Lee,Mangaka
87154,Angeline Loudieres,Translator
85635,Kiyotaka Haimura,Illustrator
85635,Fujino Oomori,Writer
85635,Andrew Gaippe,Translator
85609,Kei Ichikawa,Mangaka
85609,Aline Kukor,Translator
85609,Kat Skarbinec,Translator
74319,Hanokage,Mangaka
74319,Magica Quartet,Not Recorded
74319,William Flanagan,Translator
74319,Lys Blakeslee,Letterer
74319,Tanpopo Team,Translator
74319,Jan Świderski,Translator
74319,Dariusz Domińczak,Translator
60079,Il-Kwon Ha,Mangaka
31047,Masami Kurumada,Mangaka
31047,Shiori Teshirogi,Mangaka
31047,Giacomo Calorio,Translator
31047,Pierre Giner,Translator
31047,Marta Gallego,Translator
165485,Masashi Kishimoto,Mangaka
142989,Kazusa Yoneda,Not Recorded
142989,Rifujin na Magonote,Writer
142989,Sirotaka,Illustrator
119301,Hiro Fujiwara,Mangaka
119301,Hirofumi Yamada,Translator
108141,Aki Ueda,Mangaka
106176,Eita Mizuno,Not Recorded
106176,Iori Miyazawa,Writer
106176,Shirakaba,Not Recorded
100942,sunkki,Mangaka
87170,Tatsuya Endou,Mangaka
87170,Yuuji Kaku,Mangaka
87170,Tatsuki Fujimoto,Mangaka
87170,Oto Tooda,Mangaka
87170,Carlos Mingo,Translator
87170,Yukinobu Tatsu,Mangaka
87170,Christine Dashiell,Translator
87170,Snir Aharon,Not Recorded
87170,Ernesto Cellie,Translator
87170,Chieko Toba,Translator
87170,Irene Telleria,Translator
87170,Shihei Lin,Magazine Editor
87170,Anna Koike,Translator
77022,Yuki Kodama,Mangaka
71629,Honobu Yonezawa,Writer
71629,Task Ohna,Artist
51467,Takashi Murakami,Mangaka
51467,Priscila Aoyama,Not Recorded
51467,Marco Franca,Not Recorded
51467,Denis Kimura,Translator
51467,Víctor Illera,Translator
51467,Phong,Translator
51467,Cassius Medaur,Editor
51467,Cassius Medaur,Translator
31649,Shinobu Kaitani,Mangaka
31649,Jesús Espí,Translator
182270,Ppangjib,Mangaka
169386,Scarlet Beriko,Mangaka
169386,Amber Tamosaitis,Translator
169386,Nuria Cimas Pita,Translator
169386,J. Piechowiak,Letterer
155108,Angélique Mariet,Translator
155108,Fumiya Hayashi,Mangaka
155108,Elsa Pecqueur,Touch-up Artist
155108,Elsa Pecqueur,Letterer
155108,Christophe Geldron,Not Recorded
140287,Mei Hachimoku ,Writer
140287,Kukka,Illustrator
140287,Evan Ward,Translator
123409,Wei Ma,Mangaka
120545,Waka Kakitsubata,Mangaka
114531,Kokone Nata,Not Recorded
114531,Amanda Haley,Translator
114531,Lys Blakeslee,Letterer
114531,Anne Klink,Translator
113488,Jin-Seok Kim,Artist
113488,Seopass,Not Recorded
113326,Pengki,Mangaka
113326,Anthony Jolly,Translator
104540,Yumi Sudou,Mangaka
104540,Drik Sada,Translator
104540,Víctor Illera,Translator
104540,Lasse Christiansen,Translator
104540,Frank Sylvain,Not Recorded
104540,Dominique Sylvain,Not Recorded
104540,Bruno Zago,Editor
103610,Ryou Sumiyoshi,Mangaka
103610,Margot Maillac,Translator
103610,Jean-François Lacherie,Not Recorded
103610,Carina Dallmeier,Translator
103610,Yves Huchez,Not Recorded
101853,Jun Eishima,Not Recorded
101853,Tarou Yokoo,Scriptwriter
101853,Toshiyuki Itahana,Not Recorded
101642,Mashimesa Emoto,Writer
